DataObito,TipificacaoJuridico,Municipio,Bairro,Rua/Logradouro,RISP,IdadeEnvolvido,Genero,CorEnvolvido,Latitude,Longitude
3/20/1996,Homicídio Doloso,SERRA,,,RISP 01,36,1 - Masculino,Não Informado,,
3/21/1996,Homicídio Doloso,SERRA,,,RISP 01,28,1 - Masculino,Não Informado,,
3/21/1996,Homicídio Doloso,CARIACICA,,,RISP 01,23,1 - Masculino,Não Informado,,
3/22/1996,Homicídio Doloso,SAO MATEUS,,,RISP 02,26,1 - Masculino,Não Informado,,
3/22/1996,Homicídio Doloso,VITORIA,,,RISP 01,20,2 - Feminino,Não Informado,,
3/23/1996,Homicídio Doloso,SERRA,,,RISP 01,18,1 - Masculino,Não Informado,,
3/23/1996,Homicídio Doloso,JAGUARE,,,RISP 02,34,1 - Masculino,Não Informado,,
3/23/1996,Homicídio Doloso,PEDRO CANARIO,,,RISP 02,18,1 - Masculino,Não Informado,,
3/23/1996,Homicídio Doloso,SERRA,,,RISP 01,44,1 - Masculino,Não Informado,,
3/23/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,43,1 - Masculino,Não Informado,,
3/23/1996,Homicídio Doloso,JAGUARE,,,RISP 02,44,2 - Feminino,Não Informado,,
3/24/1996,Homicídio Doloso,PEDRO CANARIO,,,RISP 02,21,1 - Masculino,Não Informado,,
3/25/1996,Homicídio Doloso,SERRA,,,RISP 01,24,1 - Masculino,Não Informado,,
3/26/1996,Homicídio Doloso,CARIACICA,,,RISP 01,40,1 - Masculino,Não Informado,,
3/27/1996,Homicídio Doloso,CARIACICA,,,RISP 01,38,1 - Masculino,Não Informado,,
3/27/1996,Homicídio Doloso,SERRA,,,RISP 01,25,1 - Masculino,Não Informado,,
3/28/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,30,1 - Masculino,Não Informado,,
3/28/1996,Homicídio Doloso,VITORIA,,,RISP 01,31,1 - Masculino,Não Informado,,
3/29/1996,Homicídio Doloso,SERRA,,,RISP 01,40,1 - Masculino,Não Informado,,
3/29/1996,Homicídio Doloso,VITORIA,,,RISP 01,24,1 - Masculino,Não Informado,,
3/30/1996,Homicídio Doloso,SERRA,,,RISP 01,36,1 - Masculino,Não Informado,,
3/30/1996,Homicídio Doloso,VITORIA,,,RISP 01,30,1 - Masculino,Não Informado,,
3/30/1996,Homicídio Doloso,SERRA,,,RISP 01,33,1 - Masculino,Não Informado,,
3/30/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,18,1 - Masculino,Não Informado,,
3/30/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,18,1 - Masculino,Não Informado,,
3/30/1996,Homicídio Doloso,VITORIA,,,RISP 01,46,1 - Masculino,Não Informado,,
3/31/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,26,1 - Masculino,Não Informado,,
3/31/1996,Homicídio Doloso,PANCAS,,,RISP 04,21,1 - Masculino,Não Informado,,
3/31/1996,Homicídio Doloso,CARIACICA,,,RISP 01,19,1 - Masculino,Não Informado,,
3/31/1996,Homicídio Doloso,CARIACICA,,,RISP 01,18,1 - Masculino,Não Informado,,
3/31/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,30,1 - Masculino,Não Informado,,
3/31/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,26,2 - Feminino,Não Informado,,
4/1/1996,Homicídio Doloso,GUARAPARI,,,RISP 01,39,1 - Masculino,Não Informado,,
4/1/1996,Homicídio Doloso,VITORIA,,,RISP 01,44,1 - Masculino,Não Informado,,
4/1/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,35,1 - Masculino,Não Informado,,
4/1/1996,Homicídio Doloso,CARIACICA,,,RISP 01,,1 - Masculino,Não Informado,,
4/2/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,,1 - Masculino,Não Informado,,
4/2/1996,Homicídio Doloso,CARIACICA,,,RISP 01,35,1 - Masculino,Não Informado,,
4/2/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,35,1 - Masculino,Não Informado,,
4/2/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,39,1 - Masculino,Não Informado,,
4/3/1996,Homicídio Doloso,VITORIA,,,RISP 01,,1 - Masculino,Não Informado,,
4/3/1996,Homicídio Doloso,SERRA,,,RISP 01,40,1 - Masculino,Não Informado,,
4/3/1996,Homicídio Doloso,CARIACICA,,,RISP 01,66,1 - Masculino,Não Informado,,
4/3/1996,Homicídio Doloso,VITORIA,,,RISP 01,60,1 - Masculino,Não Informado,,
4/4/1996,Homicídio Doloso,CARIACICA,,,RISP 01,30,1 - Masculino,Não Informado,,
4/4/1996,Homicídio Doloso,PEDRO CANARIO,,,RISP 02,31,1 - Masculino,Não Informado,,
4/4/1996,Homicídio Doloso,ARACRUZ,,,RISP 02,21,1 - Masculino,Não Informado,,
4/4/1996,Homicídio Doloso,VITORIA,,,RISP 01,39,2 - Feminino,Não Informado,,
4/5/1996,Homicídio Doloso,SERRA,,,RISP 01,,1 - Masculino,Não Informado,,
4/5/1996,Homicídio Doloso,SERRA,,,RISP 01,17,1 - Masculino,Não Informado,,
4/5/1996,Homicídio Doloso,SERRA,,,RISP 01,34,1 - Masculino,Não Informado,,
4/5/1996,Homicídio Doloso,VITORIA,,,RISP 01,4,1 - Masculino,Não Informado,,
4/5/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,36,1 - Masculino,Não Informado,,
4/5/1996,Homicídio Doloso,ALTO RIO NOVO,,,RISP 04,34,1 - Masculino,Não Informado,,
4/5/1996,Homicídio Doloso,VITORIA,,,RISP 01,36,1 - Masculino,Não Informado,,
4/5/1996,Homicídio Doloso,CONCEICAO DA BARRA,,,RISP 02,39,2 - Feminino,Não Informado,,
4/5/1996,Homicídio Doloso,VITORIA,,,RISP 01,36,2 - Feminino,Não Informado,,
4/6/1996,Homicídio Doloso,JAGUARE,,,RISP 02,23,1 - Masculino,Não Informado,,
4/7/1996,Homicídio Doloso,VITORIA,,,RISP 01,45,1 - Masculino,Não Informado,,
4/7/1996,Homicídio Doloso,CARIACICA,,,RISP 01,28,1 - Masculino,Não Informado,,
4/7/1996,Homicídio Doloso,LINHARES,,,RISP 02,46,2 - Feminino,Não Informado,,
4/8/1996,Homicídio Doloso,CARIACICA,,,RISP 01,52,1 - Masculino,Não Informado,,
4/8/1996,Homicídio Doloso,SERRA,,,RISP 01,29,1 - Masculino,Não Informado,,
4/9/1996,Homicídio Doloso,SERRA,,,RISP 01,41,1 - Masculino,Não Informado,,
4/9/1996,Homicídio Doloso,VITORIA,,,RISP 01,41,1 - Masculino,Não Informado,,
4/9/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,32,2 - Feminino,Não Informado,,
4/9/1996,Homicídio Doloso,CARIACICA,,,RISP 01,13,2 - Feminino,Não Informado,,
4/10/1996,Homicídio Doloso,CARIACICA,,,RISP 01,21,1 - Masculino,Não Informado,,
4/10/1996,Homicídio Doloso,SERRA,,,RISP 01,17,1 - Masculino,Não Informado,,
4/10/1996,Homicídio Doloso,VITORIA,,,RISP 01,44,2 - Feminino,Não Informado,,
4/11/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,16,1 - Masculino,Não Informado,,
4/12/1996,Homicídio Doloso,COLATINA,,,RISP 04,17,1 - Masculino,Não Informado,,
4/12/1996,Homicídio Doloso,PEDRO CANARIO,,,RISP 02,35,1 - Masculino,Não Informado,,
4/12/1996,Homicídio Doloso,VIANA,,,RISP 01,33,1 - Masculino,Não Informado,,
4/12/1996,Homicídio Doloso,LINHARES,,,RISP 02,15,2 - Feminino,Não Informado,,
4/13/1996,Homicídio Doloso,CARIACICA,,,RISP 01,33,1 - Masculino,Não Informado,,
4/14/1996,Homicídio Doloso,LINHARES,,,RISP 02,27,1 - Masculino,Não Informado,,
4/14/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,31,1 - Masculino,Não Informado,,
4/14/1996,Homicídio Doloso,LINHARES,,,RISP 02,25,2 - Feminino,Não Informado,,
4/15/1996,Homicídio Doloso,SERRA,,,RISP 01,61,1 - Masculino,Não Informado,,
4/15/1996,Homicídio Doloso,VITORIA,,,RISP 01,33,1 - Masculino,Não Informado,,
4/15/1996,Homicídio Doloso,SERRA,,,RISP 01,36,1 - Masculino,Não Informado,,
4/16/1996,Homicídio Doloso,CARIACICA,,,RISP 01,19,1 - Masculino,Não Informado,,
4/16/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,46,1 - Masculino,Não Informado,,
4/17/1996,Homicídio Doloso,PANCAS,,,RISP 04,52,1 - Masculino,Não Informado,,
4/17/1996,Homicídio Doloso,CARIACICA,,,RISP 01,58,1 - Masculino,Não Informado,,
4/17/1996,Homicídio Doloso,VITORIA,,,RISP 01,37,1 - Masculino,Não Informado,,
4/18/1996,Homicídio Doloso,VITORIA,,,RISP 01,35,1 - Masculino,Não Informado,,
4/18/1996,Homicídio Doloso,VITORIA,,,RISP 01,20,1 - Masculino,Não Informado,,
4/18/1996,Homicídio Doloso,VITORIA,,,RISP 01,32,1 - Masculino,Não Informado,,
4/18/1996,Homicídio Doloso,CARIACICA,,,RISP 01,,2 - Feminino,Não Informado,,
4/19/1996,Homicídio Doloso,VITORIA,,,RISP 01,29,1 - Masculino,Não Informado,,
4/19/1996,Homicídio Doloso,LINHARES,,,RISP 02,23,1 - Masculino,Não Informado,,
4/19/1996,Homicídio Doloso,CARIACICA,,,RISP 01,26,2 - Feminino,Não Informado,,
4/20/1996,Homicídio Doloso,GUARAPARI,,,RISP 01,32,1 - Masculino,Não Informado,,
4/20/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,28,1 - Masculino,Não Informado,,
4/20/1996,Homicídio Doloso,MONTANHA,,,RISP 04,38,1 - Masculino,Não Informado,,
4/20/1996,Homicídio Doloso,CARIACICA,,,RISP 01,21,1 - Masculino,Não Informado,,
4/20/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,60,2 - Feminino,Não Informado,,
4/21/1996,Homicídio Doloso,PRESIDENTE KENNEDY,,,RISP 03,41,1 - Masculino,Não Informado,,
4/21/1996,Homicídio Doloso,CARIACICA,,,RISP 01,22,1 - Masculino,Não Informado,,
4/21/1996,Homicídio Doloso,SERRA,,,RISP 01,36,2 - Feminino,Não Informado,,
4/22/1996,Homicídio Doloso,SERRA,,,RISP 01,46,1 - Masculino,Não Informado,,
4/24/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,19,1 - Masculino,Não Informado,,
4/25/1996,Homicídio Doloso,VITORIA,,,RISP 01,28,1 - Masculino,Não Informado,,
4/26/1996,Homicídio Doloso,VITORIA,,,RISP 01,36,1 - Masculino,Não Informado,,
4/27/1996,Homicídio Doloso,COLATINA,,,RISP 04,45,1 - Masculino,Não Informado,,
4/27/1996,Homicídio Doloso,CARIACICA,,,RISP 01,20,1 - Masculino,Não Informado,,
4/27/1996,Homicídio Doloso,CARIACICA,,,RISP 01,36,1 - Masculino,Não Informado,,
4/27/1996,Homicídio Doloso,CARIACICA,,,RISP 01,22,1 - Masculino,Não Informado,,
4/27/1996,Homicídio Doloso,PINHEIROS,,,RISP 04,21,1 - Masculino,Não Informado,,
4/27/1996,Homicídio Doloso,CARIACICA,,,RISP 01,20,1 - Masculino,Não Informado,,
4/28/1996,Homicídio Doloso,PEDRO CANARIO,,,RISP 02,20,1 - Masculino,Não Informado,,
4/28/1996,Homicídio Doloso,MARECHAL FLORIANO,,,RISP 05,35,1 - Masculino,Não Informado,,
4/28/1996,Homicídio Doloso,JAGUARE,,,RISP 02,38,1 - Masculino,Não Informado,,
4/28/1996,Homicídio Doloso,CARIACICA,,,RISP 01,17,1 - Masculino,Não Informado,,
4/28/1996,Homicídio Doloso,VITORIA,,,RISP 01,24,2 - Feminino,Não Informado,,
4/30/1996,Homicídio Doloso,CARIACICA,,,RISP 01,20,1 - Masculino,Não Informado,,
4/30/1996,Homicídio Doloso,SERRA,,,RISP 01,14,1 - Masculino,Não Informado,,
4/30/1996,Homicídio Doloso,CARIACICA,,,RISP 01,20,1 - Masculino,Não Informado,,
4/30/1996,Homicídio Doloso,CARIACICA,,,RISP 01,21,1 - Masculino,Não Informado,,
4/30/1996,Homicídio Doloso,VITORIA,,,RISP 01,34,1 - Masculino,Não Informado,,
4/30/1996,Homicídio Doloso,SERRA,,,RISP 01,36,1 - Masculino,Não Informado,,
4/30/1996,Homicídio Doloso,COLATINA,,,RISP 04,34,1 - Masculino,Não Informado,,
5/1/1996,Homicídio Doloso,SANTA LEOPOLDINA,,,RISP 05,,1 - Masculino,Não Informado,,
5/1/1996,Homicídio Doloso,VITORIA,,,RISP 01,52,1 - Masculino,Não Informado,,
5/1/1996,Homicídio Doloso,VITORIA,,,RISP 01,16,2 - Feminino,Não Informado,,
5/1/1996,Homicídio Doloso,CARIACICA,,,RISP 01,,1 - Masculino,Não Informado,,
5/2/1996,Homicídio Doloso,ITAPEMIRIM,,,RISP 03,33,1 - Masculino,Não Informado,,
5/2/1996,Homicídio Doloso,ARACRUZ,,,RISP 02,43,1 - Masculino,Não Informado,,
5/3/1996,Homicídio Doloso,ANCHIETA,,,RISP 03,21,1 - Masculino,Não Informado,,
5/4/1996,Homicídio Doloso,SERRA,,,RISP 01,33,1 - Masculino,Não Informado,,
5/4/1996,Homicídio Doloso,SAO GABRIEL DA PALHA,,,RISP 04,38,1 - Masculino,Não Informado,,
5/4/1996,Homicídio Doloso,SERRA,,,RISP 01,18,1 - Masculino,Não Informado,,
5/4/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,31,1 - Masculino,Não Informado,,
5/4/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,39,1 - Masculino,Não Informado,,
5/5/1996,Homicídio Doloso,CARIACICA,,,RISP 01,21,1 - Masculino,Não Informado,,
5/6/1996,Homicídio Doloso,SERRA,,,RISP 01,16,1 - Masculino,Não Informado,,
5/6/1996,Homicídio Doloso,VIANA,,,RISP 01,32,2 - Feminino,Não Informado,,
5/6/1996,Homicídio Doloso,CARIACICA,,,RISP 01,39,2 - Feminino,Não Informado,,
5/7/1996,Homicídio Doloso,CARIACICA,,,RISP 01,48,1 - Masculino,Não Informado,,
5/7/1996,Homicídio Doloso,GUARAPARI,,,RISP 01,32,1 - Masculino,Não Informado,,
5/7/1996,Homicídio Doloso,VITORIA,,,RISP 01,30,1 - Masculino,Não Informado,,
5/7/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,23,1 - Masculino,Não Informado,,
5/9/1996,Homicídio Doloso,CARIACICA,,,RISP 01,35,1 - Masculino,Não Informado,,
5/10/1996,Homicídio Doloso,ITAPEMIRIM,,,RISP 03,34,1 - Masculino,Não Informado,,
5/10/1996,Homicídio Doloso,VIANA,,,RISP 01,25,1 - Masculino,Não Informado,,
5/11/1996,Homicídio Doloso,CARIACICA,,,RISP 01,20,1 - Masculino,Não Informado,,
5/11/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,52,1 - Masculino,Não Informado,,
5/11/1996,Homicídio Doloso,PANCAS,,,RISP 04,37,1 - Masculino,Não Informado,,
5/12/1996,Homicídio Doloso,SERRA,,,RISP 01,26,1 - Masculino,Não Informado,,
5/12/1996,Homicídio Doloso,VENDA NOVA DO IMIGRANTE,,,RISP 05,33,1 - Masculino,Não Informado,,
5/12/1996,Homicídio Doloso,VITORIA,,,RISP 01,30,1 - Masculino,Não Informado,,
5/12/1996,Homicídio Doloso,IUNA,,,RISP 05,18,1 - Masculino,Não Informado,,
5/13/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,46,1 - Masculino,Não Informado,,
5/14/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,16,1 - Masculino,Não Informado,,
5/14/1996,Homicídio Doloso,SERRA,,,RISP 01,28,1 - Masculino,Não Informado,,
5/14/1996,Homicídio Doloso,SERRA,,,RISP 01,22,2 - Feminino,Não Informado,,
5/15/1996,Homicídio Doloso,VITORIA,,,RISP 01,22,1 - Masculino,Não Informado,,
5/15/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,18,1 - Masculino,Não Informado,,
5/16/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,17,1 - Masculino,Não Informado,,
5/16/1996,Homicídio Doloso,VITORIA,,,RISP 01,21,1 - Masculino,Não Informado,,
5/17/1996,Homicídio Doloso,CARIACICA,,,RISP 01,26,1 - Masculino,Não Informado,,
5/18/1996,Homicídio Doloso,PEDRO CANARIO,,,RISP 02,26,1 - Masculino,Não Informado,,
5/18/1996,Homicídio Doloso,SERRA,,,RISP 01,26,1 - Masculino,Não Informado,,
5/18/1996,Homicídio Doloso,COLATINA,,,RISP 04,43,1 - Masculino,Não Informado,,
5/18/1996,Homicídio Doloso,CARIACICA,,,RISP 01,35,1 - Masculino,Não Informado,,
5/18/1996,Homicídio Doloso,BARRA DE SAO FRANCISCO,,,RISP 04,37,2 - Feminino,Não Informado,,
5/19/1996,Homicídio Doloso,VITORIA,,,RISP 01,32,1 - Masculino,Não Informado,,
5/19/1996,Homicídio Doloso,SERRA,,,RISP 01,30,1 - Masculino,Não Informado,,
5/19/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,22,1 - Masculino,Não Informado,,
5/19/1996,Homicídio Doloso,MUNIZ FREIRE,,,RISP 05,43,1 - Masculino,Não Informado,,
5/19/1996,Homicídio Doloso,SAO JOSE DO CALCADO,,,RISP 03,25,1 - Masculino,Não Informado,,
5/19/1996,Homicídio Doloso,GUARAPARI,,,RISP 01,36,1 - Masculino,Não Informado,,
5/19/1996,Homicídio Doloso,SERRA,,,RISP 01,35,2 - Feminino,Não Informado,,
5/20/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,22,1 - Masculino,Não Informado,,
5/20/1996,Homicídio Doloso,SERRA,,,RISP 01,23,1 - Masculino,Não Informado,,
5/21/1996,Homicídio Doloso,VITORIA,,,RISP 01,18,1 - Masculino,Não Informado,,
5/21/1996,Homicídio Doloso,IUNA,,,RISP 05,39,1 - Masculino,Não Informado,,
5/22/1996,Homicídio Doloso,ARACRUZ,,,RISP 02,24,1 - Masculino,Não Informado,,
5/22/1996,Homicídio Doloso,SERRA,,,RISP 01,16,1 - Masculino,Não Informado,,
5/23/1996,Homicídio Doloso,SERRA,,,RISP 01,23,1 - Masculino,Não Informado,,
5/23/1996,Homicídio Doloso,VITORIA,,,RISP 01,32,1 - Masculino,Não Informado,,
5/23/1996,Homicídio Doloso,COLATINA,,,RISP 04,35,1 - Masculino,Não Informado,,
5/23/1996,Homicídio Doloso,CARIACICA,,,RISP 01,29,1 - Masculino,Não Informado,,
5/24/1996,Homicídio Doloso,SERRA,,,RISP 01,68,1 - Masculino,Não Informado,,
5/24/1996,Homicídio Doloso,CARIACICA,,,RISP 01,38,1 - Masculino,Não Informado,,
5/25/1996,Homicídio Doloso,SERRA,,,RISP 01,30,1 - Masculino,Não Informado,,
5/25/1996,Homicídio Doloso,IBATIBA,,,RISP 05,34,1 - Masculino,Não Informado,,
5/25/1996,Homicídio Doloso,SERRA,,,RISP 01,58,1 - Masculino,Não Informado,,
5/25/1996,Homicídio Doloso,CARIACICA,,,RISP 01,21,1 - Masculino,Não Informado,,
5/26/1996,Homicídio Doloso,PANCAS,,,RISP 04,25,1 - Masculino,Não Informado,,
5/26/1996,Homicídio Doloso,GUARAPARI,,,RISP 01,35,1 - Masculino,Não Informado,,
5/26/1996,Homicídio Doloso,PINHEIROS,,,RISP 04,28,1 - Masculino,Não Informado,,
5/26/1996,Homicídio Doloso,VIANA,,,RISP 01,21,1 - Masculino,Não Informado,,
5/26/1996,Homicídio Doloso,SERRA,,,RISP 01,18,1 - Masculino,Não Informado,,
5/26/1996,Homicídio Doloso,PINHEIROS,,,RISP 04,2,2 - Feminino,Não Informado,,
5/27/1996,Homicídio Doloso,VITORIA,,,RISP 01,39,1 - Masculino,Não Informado,,
5/28/1996,Homicídio Doloso,CARIACICA,,,RISP 01,52,1 - Masculino,Não Informado,,
5/29/1996,Homicídio Doloso,SERRA,,,RISP 01,14,1 - Masculino,Não Informado,,
5/29/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,19,1 - Masculino,Não Informado,,
5/29/1996,Homicídio Doloso,CARIACICA,,,RISP 01,44,1 - Masculino,Não Informado,,
5/30/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,26,1 - Masculino,Não Informado,,
5/31/1996,Homicídio Doloso,LINHARES,,,RISP 02,45,1 - Masculino,Não Informado,,
6/1/1996,Homicídio Doloso,SERRA,,,RISP 01,34,1 - Masculino,Não Informado,,
6/1/1996,Homicídio Doloso,CARIACICA,,,RISP 01,,1 - Masculino,Não Informado,,
6/1/1996,Homicídio Doloso,SERRA,,,RISP 01,,1 - Masculino,Não Informado,,
6/1/1996,Homicídio Doloso,SERRA,,,RISP 01,15,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,24,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,CARIACICA,,,RISP 01,25,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,JAGUARE,,,RISP 02,36,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,COLATINA,,,RISP 04,46,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,18,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,SERRA,,,RISP 01,32,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,31,1 - Masculino,Não Informado,,
6/2/1996,Homicídio Doloso,ITAPEMIRIM,,,RISP 03,28,2 - Feminino,Não Informado,,
6/3/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,77,1 - Masculino,Não Informado,,
6/3/1996,Homicídio Doloso,SERRA,,,RISP 01,22,1 - Masculino,Não Informado,,
6/3/1996,Homicídio Doloso,VITORIA,,,RISP 01,19,1 - Masculino,Não Informado,,
6/4/1996,Homicídio Doloso,VITORIA,,,RISP 01,62,1 - Masculino,Não Informado,,
6/5/1996,Homicídio Doloso,PEDRO CANARIO,,,RISP 02,57,1 - Masculino,Não Informado,,
6/5/1996,Homicídio Doloso,SERRA,,,RISP 01,18,1 - Masculino,Não Informado,,
6/5/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,32,1 - Masculino,Não Informado,,
6/6/1996,Homicídio Doloso,VITORIA,,,RISP 01,16,1 - Masculino,Não Informado,,
6/6/1996,Homicídio Doloso,COLATINA,,,RISP 04,25,1 - Masculino,Não Informado,,
6/6/1996,Homicídio Doloso,VITORIA,,,RISP 01,18,1 - Masculino,Não Informado,,
6/7/1996,Homicídio Doloso,VITORIA,,,RISP 01,,1 - Masculino,Não Informado,,
6/8/1996,Homicídio Doloso,BARRA DE SAO FRANCISCO,,,RISP 04,32,1 - Masculino,Não Informado,,
6/8/1996,Homicídio Doloso,AFONSO CLAUDIO,,,RISP 05,56,1 - Masculino,Não Informado,,
6/8/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,16,1 - Masculino,Não Informado,,
6/8/1996,Homicídio Doloso,VITORIA,,,RISP 01,25,1 - Masculino,Não Informado,,
6/9/1996,Homicídio Doloso,ALEGRE,,,RISP 03,37,1 - Masculino,Não Informado,,
6/10/1996,Homicídio Doloso,VITORIA,,,RISP 01,38,1 - Masculino,Não Informado,,
6/10/1996,Homicídio Doloso,MONTANHA,,,RISP 04,32,1 - Masculino,Não Informado,,
6/11/1996,Homicídio Doloso,VITORIA,,,RISP 01,41,1 - Masculino,Não Informado,,
6/11/1996,Homicídio Doloso,SERRA,,,RISP 01,42,1 - Masculino,Não Informado,,
6/11/1996,Homicídio Doloso,CASTELO,,,RISP 03,36,2 - Feminino,Não Informado,,
6/12/1996,Homicídio Doloso,VITORIA,,,RISP 01,31,1 - Masculino,Não Informado,,
6/13/1996,Homicídio Doloso,VITORIA,,,RISP 01,18,1 - Masculino,Não Informado,,
6/13/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,30,1 - Masculino,Não Informado,,
6/13/1996,Homicídio Doloso,MONTANHA,,,RISP 04,71,1 - Masculino,Não Informado,,
6/14/1996,Homicídio Doloso,SERRA,,,RISP 01,30,1 - Masculino,Não Informado,,
6/15/1996,Homicídio Doloso,GUACUI,,,RISP 03,23,1 - Masculino,Não Informado,,
6/15/1996,Homicídio Doloso,CARIACICA,,,RISP 01,41,1 - Masculino,Não Informado,,
6/15/1996,Homicídio Doloso,CARIACICA,,,RISP 01,24,1 - Masculino,Não Informado,,
6/15/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,23,1 - Masculino,Não Informado,,
6/15/1996,Homicídio Doloso,AFONSO CLAUDIO,,,RISP 05,47,2 - Feminino,Não Informado,,
6/16/1996,Homicídio Doloso,VITORIA,,,RISP 01,33,1 - Masculino,Não Informado,,
6/16/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,18,1 - Masculino,Não Informado,,
6/16/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,23,1 - Masculino,Não Informado,,
6/16/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,22,1 - Masculino,Não Informado,,
6/16/1996,Homicídio Doloso,SERRA,,,RISP 01,21,1 - Masculino,Não Informado,,
6/18/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,79,1 - Masculino,Não Informado,,
6/18/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,40,1 - Masculino,Não Informado,,
6/20/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,23,1 - Masculino,Não Informado,,
6/21/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,47,1 - Masculino,Não Informado,,
6/21/1996,Homicídio Doloso,GUARAPARI,,,RISP 01,19,1 - Masculino,Não Informado,,
6/21/1996,Homicídio Doloso,VILA VELHA,,,RISP 01,55,1 - Masculino,Não Informado,,
6/21/1996,Homicídio Doloso,VIANA,,,RISP 01,24,1 - Masculino,Não Informado,,
6/22/1996,Homicídio Doloso,CARIACICA,,,RISP 01,58,1 - Masculino,Não Informado,,
6/22/1996,Homicídio Doloso,VITORIA,,,RISP 01,27,1 - Masculino,Não Informado,,
6/22/1996,Homicídio Doloso,CARIACICA,,,RISP 01,17,1 - Masculino,Não Informado,,
6/22/1996,Homicídio Doloso,SERRA,,,RISP 01,40,1 - Masculino,Não Informado,,
6/23/1996,Homicídio Doloso,SERRA,,,RISP 01,20,1 - Masculino,Não Informado,,
6/23/1996,Homicídio Doloso,SERRA,,,RISP 01,21,1 - Masculino,Não Informado,,
6/23/1996,Homicídio Doloso,VITORIA,,,RISP 01,29,1 - Masculino,Não Informado,,
6/24/1996,Homicídio Doloso,VITORIA,,,RISP 01,18,1 - Masculino,Não Informado,,
6/24/1996,Homicídio Doloso,CARIACICA,,,RISP 01,49,1 - Masculino,Não Informado,,
6/24/1996,Homicídio Doloso,SERRA,,,RISP 01,22,1 - Masculino,Não Informado,,
6/24/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,34,1 - Masculino,Não Informado,,
6/24/1996,Homicídio Doloso,CARIACICA,,,RISP 01,62,2 - Feminino,Não Informado,,
6/25/1996,Homicídio Doloso,VITORIA,,,RISP 01,32,1 - Masculino,Não Informado,,
6/25/1996,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,,,RISP 03,26,1 - Masculino,Não Informado,,
6/25/1996,Homicídio Doloso,CARIACICA,,,RISP 01,42,1 - Masculino,Não Informado,,
